Index_aleatoire;sexe;type_vehicule;age_vehicule;usage_vehicule;type_conduite;est_rouge;points_perdus;formule;Age;Nombre_enfants;Enfant_conduite_accompagne;Revenus;Tarif_devis
998134;M;z_SUV;13;Commercial;Highly Urban/ Urban;no;1;dev_express;60;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
215814;F;Minivan;13;Private;Highly Urban/ Urban;no;0;dev_integral;62;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
871236;M;Panel Truck;6;Commercial;Highly Urban/ Urban;yes;0;dev_express;66;Non;Non;[> 210k€] ;[0 – 300€] 
433167;F;z_SUV;1;Commercial;Highly Urban/ Urban;no;3;dev_premium;12;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
690217;M;Sports Car;7;Private;z_Highly Rural/ Rural;no;0;dev_premium;33;Non;Non;[0 – 70k€] ;[300€ – 600€] 
481608;F;Minivan;15;Private;Highly Urban/ Urban;yes;1;dev_integral;59;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
976476;M;Van;13;Commercial;Highly Urban/ Urban;yes;0;dev_premium;54;Non;Non;[0 – 70k€] ;[300€ – 600€] 
299433;M;Minivan;7;Commercial;Highly Urban/ Urban;no;2;dev_integral;71;Non;Non;[0 – 70k€] ;[0 – 300€] 
578879;F;z_SUV;7;Commercial;z_Highly Rural/ Rural;no;0;dev_express;6;Oui;Non;[0 – 70k€] ;[0 – 300€] 
593057;M;Minivan;7;Private;Highly Urban/ Urban;no;0;dev_integral;66;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
612966;M;Minivan;16;Private;Highly Urban/ Urban;yes;0;dev_integral;25;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
601640;F;z_SUV;15;Private;z_Highly Rural/ Rural;no;0;dev_premium;38;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
933740;M;Minivan;7;Commercial;Highly Urban/ Urban;no;0;dev_premium;8;Non;Non;[0 – 70k€] ;[300€ – 600€] 
227948;M;Van;18;Private;Highly Urban/ Urban;yes;0;dev_integral;17;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
454563;F;Sports Car;21;Private;Highly Urban/ Urban;no;4;dev_express;73;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
271758;F;z_SUV;13;Private;z_Highly Rural/ Rural;no;1;dev_integral;15;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
765422;M;Sports Car;11;Private;Highly Urban/ Urban;no;0;dev_integral;57;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
546160;F;Sports Car;0;Commercial;Highly Urban/ Urban;no;2;dev_integral;7;Non;Non;[0 – 70k€] ;[0 – 300€] 
93329;F;Minivan;0;Private;z_Highly Rural/ Rural;yes;2;dev_express;31;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
734369;M;Minivan;5;Private;Highly Urban/ Urban;yes;3;dev_integral;71;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
9359;F;Panel Truck;17;Commercial;z_Highly Rural/ Rural;yes;0;dev_express;20;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
35756;M;Sports Car;14;Private;Highly Urban/ Urban;no;3;dev_express;20;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
915256;M;Pickup;10;Private;Highly Urban/ Urban;no;0;dev_integral;22;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
781137;M;Sports Car;11;Commercial;Highly Urban/ Urban;no;1;dev_integral;21;Non;Non;[0 – 70k€] ;[300€ – 600€] 
961845;M;Van;18;Private;Highly Urban/ Urban;no;0;dev_integral;20;Non;Non;[0 – 70k€] ;[300€ – 600€] 
785275;M;Pickup;1;Private;z_Highly Rural/ Rural;no;3;dev_premium;17;Non;Non;[0 – 70k€] ;[300€ – 600€] 
801031;F;Minivan;11;Private;Highly Urban/ Urban;no;2;dev_express;65;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
498764;M;Minivan;13;Private;Highly Urban/ Urban;no;0;dev_express;13;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
631078;M;Minivan;9;Commercial;Highly Urban/ Urban;yes;0;dev_premium;39;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
650749;M;Sports Car;1;Private;Highly Urban/ Urban;no;4;dev_integral;48;Non;Non;[0 – 70k€] ;[0 – 300€] 
262679;M;Pickup;8;Private;Highly Urban/ Urban;yes;0;dev_integral;21;Non;Non;[0 – 70k€] ;[300€ – 600€] 
661928;M;Minivan;15;Private;Highly Urban/ Urban;yes;1;dev_integral;5;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
784697;F;Sports Car;8;Private;Highly Urban/ Urban;no;2;dev_integral;94;Non;Non;[0 – 70k€] ;[0 – 300€] 
956403;F;Van;7;Commercial;Highly Urban/ Urban;no;1;dev_express;18;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
698398;F;Pickup;10;Commercial;Highly Urban/ Urban;no;4;dev_integral;22;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
918318;F;Panel Truck;0;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;28;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
39228;F;z_SUV;1;Private;z_Highly Rural/ Rural;no;0;dev_integral;68;Non;Non;[0 – 70k€] ;[0 – 300€] 
986117;F;Pickup;1;Commercial;Highly Urban/ Urban;no;2;dev_express;75;Oui;Non;[0 – 70k€] ;[0 – 300€] 
676913;F;Pickup;1;Commercial;Highly Urban/ Urban;no;1;dev_premium;85;Non;Non;[0 – 70k€] ;[300€ – 600€] 
196065;M;Sports Car;1;Private;Highly Urban/ Urban;no;4;dev_premium;69;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
470680;F;Minivan;7;Private;Highly Urban/ Urban;yes;0;dev_integral;17;Non;Non;[0 – 70k€] ;[300€ – 600€] 
699190;F;z_SUV;1;Private;z_Highly Rural/ Rural;no;0;dev_integral;32;Non;Non;[0 – 70k€] ;[0 – 300€] 
184084;M;Minivan;7;Private;z_Highly Rural/ Rural;yes;2;dev_integral;58;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
155875;F;Minivan;17;Private;Highly Urban/ Urban;no;6;dev_premium;49;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
996600;F;z_SUV;1;Private;Highly Urban/ Urban;no;0;dev_integral;20;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
595211;M;Minivan;25;Private;Highly Urban/ Urban;no;0;dev_express;74;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
505112;M;Minivan;9;Commercial;z_Highly Rural/ Rural;no;1;dev_integral;59;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
368699;M;Pickup;16;Commercial;Highly Urban/ Urban;no;0;dev_integral;29;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
60471;F;Sports Car;0;Private;Highly Urban/ Urban;no;0;dev_integral;31;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
451944;M;z_SUV;8;Commercial;z_Highly Rural/ Rural;no;1;dev_premium;65;Non;Non;[0 – 70k€] ;[300€ – 600€] 
582518;F;z_SUV;1;Private;Highly Urban/ Urban;no;0;dev_integral;61;Non;Non;[0 – 70k€] ;[300€ – 600€] 
320364;M;Minivan;1;Commercial;Highly Urban/ Urban;no;6;dev_integral;69;Oui;Non;[0 – 70k€] ;[0 – 300€] 
752376;F;Panel Truck;18;Commercial;Highly Urban/ Urban;no;0;dev_vip;42;Oui;Oui;[> 210k€] ;[600€ – 900€] 
379178;M;z_SUV;1;Commercial;Highly Urban/ Urban;no;0;dev_integral;57;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
955506;F;z_SUV;1;Private;z_Highly Rural/ Rural;no;0;dev_integral;78;Non;Non;[0 – 70k€] ;[300€ – 600€] 
839689;M;Van;1;Commercial;Highly Urban/ Urban;yes;1;dev_integral;56;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
402466;F;z_SUV;6;Private;z_Highly Rural/ Rural;no;2;dev_integral;72;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
563475;F;Minivan;11;Private;Highly Urban/ Urban;yes;1;dev_integral;74;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
313118;F;Pickup;4;Commercial;Highly Urban/ Urban;no;1;dev_premium;80;Non;Non;[0 – 70k€] ;[300€ – 600€] 
29459;F;Pickup;14;Commercial;z_Highly Rural/ Rural;yes;4;dev_integral;28;Non;Non;[0 – 70k€] ;[300€ – 600€] 
750520;M;Van;22;Private;z_Highly Rural/ Rural;no;2;dev_vip;76;Non;Non;[0 – 70k€] ;[> 900€] 
455953;M;Minivan;16;Private;Highly Urban/ Urban;no;5;dev_premium;54;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
17;M;Sports Car;6;Private;Highly Urban/ Urban;no;0;dev_integral;46;Non;Non;[0 – 70k€] ;[300€ – 600€] 
765370;M;Pickup;18;Commercial;Highly Urban/ Urban;yes;4;dev_integral;44;Oui;Oui;[70k€ – 140k€] ;[300€ – 600€] 
134759;M;z_SUV;1;Private;Highly Urban/ Urban;no;0;dev_premium;78;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
19118;M;Minivan;12;Private;Highly Urban/ Urban;yes;0;dev_integral;7;Non;Non;[0 – 70k€] ;[300€ – 600€] 
865889;F;Minivan;13;Commercial;Highly Urban/ Urban;no;4;dev_integral;53;Non;Non;[0 – 70k€] ;[300€ – 600€] 
799332;F;z_SUV;1;Private;Highly Urban/ Urban;no;2;dev_integral;11;Non;Non;[0 – 70k€] ;[300€ – 600€] 
135786;M;z_SUV;15;Private;Highly Urban/ Urban;no;4;dev_integral;24;Oui;Oui;[70k€ – 140k€] ;[300€ – 600€] 
338207;F;z_SUV;8;Commercial;z_Highly Rural/ Rural;no;3;dev_express;22;Oui;Non;[0 – 70k€] ;[0 – 300€] 
200937;M;z_SUV;1;Private;z_Highly Rural/ Rural;no;1;dev_integral;39;Oui;Non;[0 – 70k€] ;[0 – 300€] 
938805;M;Pickup;1;Private;z_Highly Rural/ Rural;no;1;dev_express;69;Oui;Non;[0 – 70k€] ;[0 – 300€] 
392113;F;Pickup;6;Commercial;Highly Urban/ Urban;no;1;dev_integral;46;Non;Non;[0 – 70k€] ;[0 – 300€] 
658319;M;Minivan;1;Commercial;z_Highly Rural/ Rural;yes;0;dev_express;81;Non;Non;[0 – 70k€] ;[0 – 300€] 
128806;M;Pickup;16;Commercial;Highly Urban/ Urban;no;4;dev_integral;87;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
575342;F;z_SUV;11;Commercial;Highly Urban/ Urban;no;5;dev_integral;66;Oui;Non;[0 – 70k€] ;[0 – 300€] 
743038;F;Minivan;15;Private;Highly Urban/ Urban;yes;5;dev_integral;34;Non;Non;[0 – 70k€] ;[0 – 300€] 
358875;M;z_SUV;1;Commercial;Highly Urban/ Urban;no;3;dev_integral;72;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
577776;M;Minivan;1;Private;z_Highly Rural/ Rural;yes;0;dev_integral;27;Non;Non;[0 – 70k€] ;[300€ – 600€] 
578819;F;Van;5;Commercial;Highly Urban/ Urban;no;1;dev_express;12;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
873370;M;Van;5;Commercial;Highly Urban/ Urban;yes;0;dev_premium;23;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
885643;M;z_SUV;8;Private;z_Highly Rural/ Rural;no;0;dev_express;72;Non;Non;[0 – 70k€] ;[0 – 300€] 
304532;F;Minivan;1;Private;Highly Urban/ Urban;yes;1;dev_premium;70;Non;Non;[0 – 70k€] ;[300€ – 600€] 
77455;F;z_SUV;6;Commercial;Highly Urban/ Urban;no;1;dev_integral;37;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
770301;F;z_SUV;11;Private;Highly Urban/ Urban;no;0;dev_express;6;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
620525;M;Minivan;1;Private;Highly Urban/ Urban;yes;0;dev_express;68;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
355985;M;Van;8;Commercial;z_Highly Rural/ Rural;yes;2;dev_integral;66;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
667803;M;Minivan;3;Commercial;Highly Urban/ Urban;no;0;dev_express;80;Non;Non;[0 – 70k€] ;[0 – 300€] 
137755;F;Pickup;5;Commercial;Highly Urban/ Urban;yes;0;dev_premium;30;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
831039;M;Minivan;15;Private;Highly Urban/ Urban;no;0;dev_premium;48;Non;Non;[0 – 70k€] ;[300€ – 600€] 
312738;M;Minivan;20;Private;Highly Urban/ Urban;no;0;dev_integral;81;Non;Non;[0 – 70k€] ;[300€ – 600€] 
426465;F;Pickup;8;Commercial;Highly Urban/ Urban;yes;4;dev_premium;7;Non;Non;[0 – 70k€] ;[300€ – 600€] 
24099;F;z_SUV;8;Private;Highly Urban/ Urban;no;1;dev_express;43;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
73491;F;Pickup;1;Private;Highly Urban/ Urban;yes;2;dev_express;52;Non;Non;[0 – 70k€] ;[0 – 300€] 
61379;M;Minivan;12;Private;Highly Urban/ Urban;no;2;dev_express;9;Non;Non;[0 – 70k€] ;[0 – 300€] 
40574;M;Minivan;11;Private;Highly Urban/ Urban;yes;0;dev_express;53;Non;Non;[0 – 70k€] ;[0 – 300€] 
616444;M;Minivan;10;Private;z_Highly Rural/ Rural;no;1;dev_express;36;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
210532;M;z_SUV;12;Private;Highly Urban/ Urban;no;1;dev_integral;52;Oui;Non;[0 – 70k€] ;[0 – 300€] 
902934;F;Minivan;1;Private;z_Highly Rural/ Rural;no;6;dev_express;62;Oui;Non;[0 – 70k€] ;[0 – 300€] 
80809;M;z_SUV;5;Private;z_Highly Rural/ Rural;no;0;dev_integral;62;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
627682;F;Minivan;9;Commercial;z_Highly Rural/ Rural;yes;0;dev_integral;43;Non;Non;[0 – 70k€] ;[300€ – 600€] 
520340;M;Panel Truck;5;Commercial;Highly Urban/ Urban;no;5;dev_vip;80;Non;Non;[0 – 70k€] ;[600€ – 900€] 
201484;F;Minivan;7;Private;Highly Urban/ Urban;no;3;dev_premium;58;Non;Non;[0 – 70k€] ;[300€ – 600€] 
950158;M;z_SUV;5;Private;Highly Urban/ Urban;no;0;dev_express;67;Oui;Non;[0 – 70k€] ;[0 – 300€] 
92112;F;Pickup;3;Commercial;Highly Urban/ Urban;yes;6;dev_express;7;Non;Non;[0 – 70k€] ;[0 – 300€] 
286437;F;Minivan;1;Commercial;z_Highly Rural/ Rural;no;1;dev_express;72;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
221700;F;Van;0;Private;Highly Urban/ Urban;yes;1;dev_express;22;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
428903;F;Minivan;1;Private;Highly Urban/ Urban;yes;0;dev_express;14;Non;Non;[0 – 70k€] ;[0 – 300€] 
832968;F;Van;21;Commercial;Highly Urban/ Urban;yes;3;dev_integral;52;Non;Non;[0 – 70k€] ;[300€ – 600€] 
907062;M;z_SUV;1;Commercial;Highly Urban/ Urban;no;0;dev_premium;72;Non;Non;[0 – 70k€] ;[300€ – 600€] 
312268;F;Sports Car;10;Private;Highly Urban/ Urban;no;0;dev_express;17;Non;Non;[0 – 70k€] ;[0 – 300€] 
748827;M;Panel Truck;0;Commercial;Highly Urban/ Urban;yes;1;dev_integral;71;Non;Non;[0 – 70k€] ;[0 – 300€] 
740200;F;z_SUV;7;Commercial;Highly Urban/ Urban;no;0;dev_premium;86;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
95335;F;Van;1;Private;Highly Urban/ Urban;no;0;dev_express;70;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
329526;M;Sports Car;1;Commercial;Highly Urban/ Urban;no;2;dev_integral;82;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
635358;M;Pickup;17;Private;Highly Urban/ Urban;no;0;dev_premium;8;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
526044;M;Panel Truck;9;Commercial;Highly Urban/ Urban;no;0;dev_integral;25;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
871179;F;z_SUV;15;Private;Highly Urban/ Urban;no;0;dev_integral;24;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
964259;M;Sports Car;11;Private;Highly Urban/ Urban;no;0;dev_integral;31;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
21955;M;z_SUV;9;Private;z_Highly Rural/ Rural;no;0;dev_express;61;Non;Non;[0 – 70k€] ;[0 – 300€] 
523366;M;z_SUV;5;Private;Highly Urban/ Urban;no;0;dev_express;74;Oui;Non;[0 – 70k€] ;[0 – 300€] 
955271;M;Minivan;1;Private;Highly Urban/ Urban;yes;2;dev_express;55;Oui;Non;[0 – 70k€] ;[0 – 300€] 
451219;M;Minivan;11;Private;Highly Urban/ Urban;yes;2;dev_express;62;Oui;Non;[0 – 70k€] ;[0 – 300€] 
525223;F;Van;11;Commercial;Highly Urban/ Urban;no;8;dev_integral;19;Non;Non;[0 – 70k€] ;[300€ – 600€] 
30094;M;Van;9;Private;Highly Urban/ Urban;no;0;dev_integral;87;Non;Non;[0 – 70k€] ;[0 – 300€] 
770216;M;z_SUV;6;Commercial;Highly Urban/ Urban;no;4;dev_express;4;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
665985;F;Pickup;17;Commercial;Highly Urban/ Urban;no;0;dev_express;5;Non;Non;[0 – 70k€] ;[0 – 300€] 
506793;F;Sports Car;9;Commercial;Highly Urban/ Urban;no;3;dev_integral;31;Non;Non;[0 – 70k€] ;[300€ – 600€] 
518361;M;Pickup;3;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;66;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
993175;M;Minivan;7;Private;Highly Urban/ Urban;yes;4;dev_integral;69;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
751685;M;z_SUV;14;Private;Highly Urban/ Urban;no;4;dev_integral;40;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
200525;F;Minivan;0;Private;Highly Urban/ Urban;no;0;dev_premium;62;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
252872;F;Van;10;Commercial;Highly Urban/ Urban;no;3;dev_integral;42;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
495708;M;Minivan;1;Private;Highly Urban/ Urban;yes;1;dev_integral;17;Non;Non;[0 – 70k€] ;[0 – 300€] 
649653;M;Sports Car;1;Commercial;Highly Urban/ Urban;no;0;dev_integral;17;Non;Non;[0 – 70k€] ;[0 – 300€] 
629782;F;z_SUV;1;Private;z_Highly Rural/ Rural;no;6;dev_express;11;Oui;Non;[0 – 70k€] ;[0 – 300€] 
876837;M;Minivan;6;Commercial;Highly Urban/ Urban;yes;0;dev_integral;58;Oui;Oui;[70k€ – 140k€] ;[300€ – 600€] 
194430;F;Panel Truck;1;Commercial;Highly Urban/ Urban;yes;4;dev_express;66;Non;Non;[0 – 70k€] ;[0 – 300€] 
758543;M;z_SUV;1;Private;Highly Urban/ Urban;no;0;dev_premium;22;Non;Non;[0 – 70k€] ;[300€ – 600€] 
483568;F;z_SUV;14;Private;Highly Urban/ Urban;no;3;dev_integral;62;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
395034;M;Van;9;Private;Highly Urban/ Urban;yes;2;dev_premium;19;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
349297;M;z_SUV;1;Private;z_Highly Rural/ Rural;no;0;dev_integral;66;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
235444;M;Van;10;Private;Highly Urban/ Urban;no;3;dev_integral;59;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
921555;M;Minivan;9;Commercial;z_Highly Rural/ Rural;no;3;dev_express;68;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
536465;M;Minivan;1;Private;z_Highly Rural/ Rural;yes;0;dev_integral;55;Non;Non;[0 – 70k€] ;[300€ – 600€] 
563344;M;Minivan;8;Commercial;Highly Urban/ Urban;yes;0;dev_express;66;Non;Non;[0 – 70k€] ;[0 – 300€] 
609099;M;z_SUV;12;Commercial;z_Highly Rural/ Rural;no;0;dev_integral;68;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
515289;M;Minivan;14;Private;Highly Urban/ Urban;no;1;dev_express;69;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
102840;F;z_SUV;5;Private;Highly Urban/ Urban;no;5;dev_express;75;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
938585;M;z_SUV;8;Commercial;Highly Urban/ Urban;no;0;dev_integral;30;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
284414;M;Pickup;9;Commercial;Highly Urban/ Urban;no;3;dev_integral;5;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
457045;M;z_SUV;3;Private;Highly Urban/ Urban;no;4;dev_express;75;Non;Non;[0 – 70k€] ;[0 – 300€] 
377246;F;Minivan;20;Private;Highly Urban/ Urban;yes;0;dev_express;30;Non;Non;[0 – 70k€] ;[0 – 300€] 
250358;M;Panel Truck;9;Commercial;Highly Urban/ Urban;yes;1;dev_integral;58;Non;Non;[> 210k€] ;[0 – 300€] 
82826;M;Pickup;6;Private;Highly Urban/ Urban;no;2;dev_integral;40;Non;Non;[0 – 70k€] ;[300€ – 600€] 
480734;F;Pickup;1;Commercial;Highly Urban/ Urban;no;7;dev_express;54;Oui;Non;[0 – 70k€] ;[0 – 300€] 
748075;M;Sports Car;8;Private;Highly Urban/ Urban;no;1;dev_premium;61;Non;Non;[0 – 70k€] ;[300€ – 600€] 
316457;F;Sports Car;10;Private;Highly Urban/ Urban;yes;1;dev_integral;30;Non;Non;[0 – 70k€] ;[300€ – 600€] 
286157;M;Minivan;16;Private;Highly Urban/ Urban;no;2;dev_integral;18;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
417398;F;z_SUV;11;Private;Highly Urban/ Urban;no;2;dev_integral;43;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
702748;F;z_SUV;17;Private;Highly Urban/ Urban;yes;0;dev_integral;56;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
678202;M;Pickup;1;Commercial;Highly Urban/ Urban;yes;2;dev_express;8;Oui;Oui;[0 – 70k€] ;[0 – 300€] 
664983;F;Minivan;8;Private;Highly Urban/ Urban;yes;0;dev_premium;49;Non;Non;[0 – 70k€] ;[300€ – 600€] 
711945;M;Pickup;10;Commercial;Highly Urban/ Urban;yes;0;dev_integral;10;Oui;Non;[70k€ – 140k€] ;[300€ – 600€] 
291292;M;z_SUV;15;Private;Highly Urban/ Urban;no;2;dev_express;93;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
487456;F;Pickup;10;Private;Highly Urban/ Urban;no;2;dev_integral;29;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
779261;M;Sports Car;1;Private;Highly Urban/ Urban;no;0;dev_integral;73;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
573068;F;Pickup;7;Commercial;z_Highly Rural/ Rural;no;1;dev_integral;61;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
656823;M;Minivan;14;Private;Highly Urban/ Urban;yes;2;dev_integral;51;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
67583;M;z_SUV;5;Private;Highly Urban/ Urban;no;4;dev_integral;16;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
774848;M;Minivan;1;Commercial;Highly Urban/ Urban;yes;1;dev_integral;37;Non;Non;[0 – 70k€] ;[300€ – 600€] 
157546;F;Minivan;9;Private;Highly Urban/ Urban;yes;0;dev_integral;53;Non;Non;[0 – 70k€] ;[0 – 300€] 
18399;M;Pickup;16;Commercial;Highly Urban/ Urban;no;3;dev_express;72;Non;Non;[0 – 70k€] ;[0 – 300€] 
545747;M;Van;9;Commercial;Highly Urban/ Urban;yes;2;dev_integral;29;Non;Non;[0 – 70k€] ;[0 – 300€] 
367410;M;z_SUV;16;Private;Highly Urban/ Urban;no;2;dev_integral;71;Non;Non;[0 – 70k€] ;[300€ – 600€] 
875269;M;Pickup;19;Commercial;Highly Urban/ Urban;no;0;dev_integral;62;Non;Non;[0 – 70k€] ;[0 – 300€] 
209926;M;Pickup;4;Commercial;Highly Urban/ Urban;no;4;dev_integral;67;Non;Non;[0 – 70k€] ;[300€ – 600€] 
158809;F;Panel Truck;17;Commercial;Highly Urban/ Urban;no;0;dev_integral;31;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
956064;M;Panel Truck;12;Commercial;Highly Urban/ Urban;no;0;dev_express;66;Oui;Non;[0 – 70k€] ;[0 – 300€] 
496507;F;z_SUV;1;Commercial;z_Highly Rural/ Rural;no;1;dev_integral;43;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
447474;M;Minivan;16;Private;z_Highly Rural/ Rural;no;1;dev_premium;65;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
705458;F;z_SUV;22;Private;Highly Urban/ Urban;no;3;dev_integral;8;Oui;Oui;[70k€ – 140k€] ;[0 – 300€] 
66370;M;Minivan;12;Private;Highly Urban/ Urban;yes;2;dev_integral;47;Non;Non;[140k€ – 210k€] ;[0 – 300€] 
799938;M;Minivan;15;Private;Highly Urban/ Urban;no;1;dev_premium;52;Non;Non;[140k€ – 210k€] ;[300€ – 600€] 
891532;M;Pickup;11;Commercial;Highly Urban/ Urban;no;1;dev_integral;65;Non;Non;[0 – 70k€] ;[300€ – 600€] 
9323;F;Minivan;1;Commercial;z_Highly Rural/ Rural;no;0;dev_premium;63;Non;Non;[0 – 70k€] ;[300€ – 600€] 
573066;M;Pickup;15;Private;Highly Urban/ Urban;yes;3;dev_integral;63;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
374226;M;Panel Truck;16;Commercial;Highly Urban/ Urban;yes;0;dev_express;80;Non;Non;[0 – 70k€] ;[0 – 300€] 
963735;F;Minivan;1;Private;Highly Urban/ Urban;yes;1;dev_integral;83;Non;Non;[0 – 70k€] ;[300€ – 600€] 
548466;F;z_SUV;1;Private;Highly Urban/ Urban;no;4;dev_integral;84;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
788159;M;Pickup;17;Commercial;Highly Urban/ Urban;no;1;dev_integral;66;Non;Non;[0 – 70k€] ;[0 – 300€] 
347556;M;Van;13;Commercial;Highly Urban/ Urban;yes;0;dev_integral;87;Oui;Non;[0 – 70k€] ;[300€ – 600€] 
353426;M;z_SUV;7;Commercial;Highly Urban/ Urban;no;1;dev_express;57;Non;Non;[0 – 70k€] ;[0 – 300€] 
299034;F;z_SUV;10;Private;Highly Urban/ Urban;no;0;dev_premium;71;Oui;Oui;[0 – 70k€] ;[300€ – 600€] 
203028;M;Sports Car;1;Commercial;Highly Urban/ Urban;no;0;dev_express;71;Non;Non;[70k€ – 140k€] ;[0 – 300€] 
587335;M;Minivan;12;Private;Highly Urban/ Urban;yes;0;dev_express;59;Non;Non;[0 – 70k€] ;[0 – 300€] 
641473;F;z_SUV;9;Private;Highly Urban/ Urban;no;0;dev_integral;38;Non;Non;[0 – 70k€] ;[300€ – 600€] 
258745;F;Minivan;10;Private;Highly Urban/ Urban;no;0;dev_integral;62;Oui;Non;[70k€ – 140k€] ;[0 – 300€] 
426864;M;Pickup;13;Private;Highly Urban/ Urban;no;0;dev_integral;86;Non;Non;[70k€ – 140k€] ;[300€ – 600€] 
458544;F;Minivan;9;Private;z_Highly Rural/ Rural;yes;0;dev_express;89;Non;Non;[0 – 70k€] ;[0 – 300€] 
